value,value1,name,piece
Poradové číslo:,150,CHOVÁN LÓRÁND (1913 - 2007),Akt (češúca sa)
Vyvolávacia cena:,400 €,CHOVÁN LÓRÁND (1913 - 2007),Akt (češúca sa)
Konečná cena:,400 €,CHOVÁN LÓRÁND (1913 - 2007),Akt (češúca sa)
Poradové číslo:,151,BIAI-FÖGLEIN ISTVÁN (1905 - 1974),Parížske dievča
Nevydražené,,BIAI-FÖGLEIN ISTVÁN (1905 - 1974),Parížske dievča
Cena v predaji:,400 €,BIAI-FÖGLEIN ISTVÁN (1905 - 1974),Parížske dievča
Poradové číslo:,152,VAN DER NEER AERT - PRIPISOVANÉ (1603 - 1677),Podvečer pri jazere
Nevydražené,,VAN DER NEER AERT - PRIPISOVANÉ (1603 - 1677),Podvečer pri jazere
Cena v predaji:,4 900 €,VAN DER NEER AERT - PRIPISOVANÉ (1603 - 1677),Podvečer pri jazere
Poradové číslo:,153,NEZNÁMY STREDOEURÓPSKY MALIAR,Bojová scéna
Vyvolávacia cena:,1 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Bojová scéna
Konečná cena:,1 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Bojová scéna
Poradové číslo:,154,DIETRICH CHRISTIAN WILHELM - PRIPISOVANÉ (1712 - 1774),Hlava muža v čiapke
Nevydražené,,DIETRICH CHRISTIAN WILHELM - PRIPISOVANÉ (1712 - 1774),Hlava muža v čiapke
Cena v predaji:,2 500 €,DIETRICH CHRISTIAN WILHELM - PRIPISOVANÉ (1712 - 1774),Hlava muža v čiapke
Poradové číslo:,155,AMERLING FRIEDRICH - PRIPISOVANÉ (1803 - 1887),Portét mladej ženy z poloprofilu
Vyvolávacia cena:,2 000 €,AMERLING FRIEDRICH - PRIPISOVANÉ (1803 - 1887),Portét mladej ženy z poloprofilu
Konečná cena:,2 000 €,AMERLING FRIEDRICH - PRIPISOVANÉ (1803 - 1887),Portét mladej ženy z poloprofilu
Poradové číslo:,156,NEZNÁMY STREDOEURÓPSKY MALIAR,Súbor 4 žánrových portrétov
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Súbor 4 žánrových portrétov
Cena v predaji:,1 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Súbor 4 žánrových portrétov
Poradové číslo:,157,GEIGER RICHARD (1872 - 1945),Výjav z budoáru
Vyvolávacia cena:,750 €,GEIGER RICHARD (1872 - 1945),Výjav z budoáru
Konečná cena:,750 €,GEIGER RICHARD (1872 - 1945),Výjav z budoáru
Poradové číslo:,158,VINCKBOONS DAVID - OKRUH (1576 - 1629),Výjav zo zámockého parku s figurálnou stafážou
Nevydražené,,VINCKBOONS DAVID - OKRUH (1576 - 1629),Výjav zo zámockého parku s figurálnou stafážou
Cena v predaji:,15 000 €,VINCKBOONS DAVID - OKRUH (1576 - 1629),Výjav zo zámockého parku s figurálnou stafážou
Poradové číslo:,159,VALERO RICARDO (XIX. - XX.),Galantná spoločnosť
Nevydražené,,VALERO RICARDO (XIX. - XX.),Galantná spoločnosť
Cena v predaji:,1 200 €,VALERO RICARDO (XIX. - XX.),Galantná spoločnosť
Poradové číslo:,160,LEPIÉ FERDINAD (1824 - 1883),V kúpeľnom parku
Vyvolávacia cena:,100 €,LEPIÉ FERDINAD (1824 - 1883),V kúpeľnom parku
Konečná cena:,250 €,LEPIÉ FERDINAD (1824 - 1883),V kúpeľnom parku
Poradové číslo:,161,COMPTON EDWARD HARRISON - PRIPISOVANÉ (1881 - 1960),Motív z Bavorska
Nevydražené,,COMPTON EDWARD HARRISON - PRIPISOVANÉ (1881 - 1960),Motív z Bavorska
Cena v predaji:,500 €,COMPTON EDWARD HARRISON - PRIPISOVANÉ (1881 - 1960),Motív z Bavorska
Poradové číslo:,162,HEIME TH. (XIX. - XX.),Osamelý strom
Vyvolávacia cena:,200 €,HEIME TH. (XIX. - XX.),Osamelý strom
Konečná cena:,200 €,HEIME TH. (XIX. - XX.),Osamelý strom
Poradové číslo:,163,FISCHHOF GEORG (1859 - 1914),Plachetnice v prístave
Nevydražené,,FISCHHOF GEORG (1859 - 1914),Plachetnice v prístave
Cena v predaji:,1 750 €,FISCHHOF GEORG (1859 - 1914),Plachetnice v prístave
Poradové číslo:,164,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Kentaur
Vyvolávacia cena:,300 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Kentaur
Konečná cena:,300 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Kentaur
Poradové číslo:,165,KAUFMANN HUGO - PRIPISOVANÉ (1844-1915),Návrat z poľovačky
Vyvolávacia cena:,500 €,KAUFMANN HUGO - PRIPISOVANÉ (1844-1915),Návrat z poľovačky
Konečná cena:,500 €,KAUFMANN HUGO - PRIPISOVANÉ (1844-1915),Návrat z poľovačky
Poradové číslo:,166,ADAM FRANZ - PRIPISOVANÉ (1815 - 1886),Pri koňoch
Vyvolávacia cena:,1 900 €,ADAM FRANZ - PRIPISOVANÉ (1815 - 1886),Pri koňoch
Konečná cena:,1 900 €,ADAM FRANZ - PRIPISOVANÉ (1815 - 1886),Pri koňoch
Poradové číslo:,166A,NEZNÁMY STREDOEUÓPSKY MALIAR,Sediaca - Pri horskom jazere
Nevydražené,,NEZNÁMY STREDOEUÓPSKY MALIAR,Sediaca - Pri horskom jazere
Cena v predaji:,350 €,NEZNÁMY STREDOEUÓPSKY MALIAR,Sediaca - Pri horskom jazere
Poradové číslo:,167,KAUFMANN KARL (1843 - 1901),Holandská krajina
Vyvolávacia cena:,1 200 €,KAUFMANN KARL (1843 - 1901),Holandská krajina
Konečná cena:,1 200 €,KAUFMANN KARL (1843 - 1901),Holandská krajina
Poradové číslo:,168,NEZNÁMY STREDOEURÓPSKY MALIAR,Trh
Vyvolávacia cena:,50 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Trh
Konečná cena:,50 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Trh
Poradové číslo:,169,DUXA CARL - PRIPISOVANÉ (1871 - 1937),Kvetinárky
Nevydražené,,DUXA CARL - PRIPISOVANÉ (1871 - 1937),Kvetinárky
Cena v predaji:,1 500 €,DUXA CARL - PRIPISOVANÉ (1871 - 1937),Kvetinárky
Poradové číslo:,170,CANESTRARO LIVIA (1936),Tri grácie
Nevydražené,,CANESTRARO LIVIA (1936),Tri grácie
Cena v predaji:,1 800 €,CANESTRARO LIVIA (1936),Tri grácie
Poradové číslo:,171,DEMETRE HARALAMB CHIPARUS - PODĽA (1886 - 1947),Tanečnica
Vyvolávacia cena:,350 €,DEMETRE HARALAMB CHIPARUS - PODĽA (1886 - 1947),Tanečnica
Konečná cena:,400 €,DEMETRE HARALAMB CHIPARUS - PODĽA (1886 - 1947),Tanečnica
Poradové číslo:,172,ZACH BRUNO - PODĽA (1891 - 1935),Poloakt ženy s jazdeckým bičíkom
Vyvolávacia cena:,390 €,ZACH BRUNO - PODĽA (1891 - 1935),Poloakt ženy s jazdeckým bičíkom
Konečná cena:,440 €,ZACH BRUNO - PODĽA (1891 - 1935),Poloakt ženy s jazdeckým bičíkom
Poradové číslo:,173,LYDIA WILS (1924 - 1982),Večera
Nevydražené,,LYDIA WILS (1924 - 1982),Večera
Cena v predaji:,2 900 €,LYDIA WILS (1924 - 1982),Večera
Poradové číslo:,174,SOUDAN JEAN-POL (1953),Ležiaca žena
Nevydražené,,SOUDAN JEAN-POL (1953),Ležiaca žena
Cena v predaji:,950 €,SOUDAN JEAN-POL (1953),Ležiaca žena
Poradové číslo:,175,SOUDAN JEAN-POL (1953),Abstrakcia bielo-žlto-hnedá
Nevydražené,,SOUDAN JEAN-POL (1953),Abstrakcia bielo-žlto-hnedá
Cena v predaji:,1 200 €,SOUDAN JEAN-POL (1953),Abstrakcia bielo-žlto-hnedá
Poradové číslo:,176,RENAAT SAE (1913 - 1996),Zátišie s rybami
Nevydražené,,RENAAT SAE (1913 - 1996),Zátišie s rybami
Cena v predaji:,700 €,RENAAT SAE (1913 - 1996),Zátišie s rybami
Poradové číslo:,177,VAN ROOSMAELEN FRANS (1943),Dva akty
Vyvolávacia cena:,1 200 €,VAN ROOSMAELEN FRANS (1943),Dva akty
Konečná cena:,950 €,VAN ROOSMAELEN FRANS (1943),Dva akty
Poradové číslo:,178,VASARELY VIKTOR (1908 - 1997),Zebra
Vyvolávacia cena:,200 €,VASARELY VIKTOR (1908 - 1997),Zebra
Konečná cena:,230 €,VASARELY VIKTOR (1908 - 1997),Zebra
Poradové číslo:,179,KUBÍČEK JOSEF (1890 - 1972),Na okraji starého mesta
Vyvolávacia cena:,150 €,KUBÍČEK JOSEF (1890 - 1972),Na okraji starého mesta
Konečná cena:,150 €,KUBÍČEK JOSEF (1890 - 1972),Na okraji starého mesta
Poradové číslo:,180,MARGOLD EMANUEL JOSEF (1889 - 1962),Zimné mestečko
Vyvolávacia cena:,250 €,MARGOLD EMANUEL JOSEF (1889 - 1962),Zimné mestečko
Konečná cena:,250 €,MARGOLD EMANUEL JOSEF (1889 - 1962),Zimné mestečko
Poradové číslo:,181,FEJKL STANISLAV (1883 - 1933),Zimná Praha
Vyvolávacia cena:,280 €,FEJKL STANISLAV (1883 - 1933),Zimná Praha
Konečná cena:,300 €,FEJKL STANISLAV (1883 - 1933),Zimná Praha
Poradové číslo:,182,ŠIMON – TAVÍK FRANTIŠEK (1877 – 1942),Pohľad na Hradčany
Nevydražené,,ŠIMON – TAVÍK FRANTIŠEK (1877 – 1942),Pohľad na Hradčany
Cena v predaji:,250 €,ŠIMON – TAVÍK FRANTIŠEK (1877 – 1942),Pohľad na Hradčany
Poradové číslo:,183,NEMEČEK VÁCLAV (HERMANN) (1877 - 1959),Trh vo Francúzsku
Nevydražené,,NEMEČEK VÁCLAV (HERMANN) (1877 - 1959),Trh vo Francúzsku
Cena v predaji:,1 750 €,NEMEČEK VÁCLAV (HERMANN) (1877 - 1959),Trh vo Francúzsku
Poradové číslo:,184,SEDLÁČEK FRANTIŠEK DANĚK (1892 - 1974),Krajina pri mori
Vyvolávacia cena:,400 €,SEDLÁČEK FRANTIŠEK DANĚK (1892 - 1974),Krajina pri mori
Konečná cena:,500 €,SEDLÁČEK FRANTIŠEK DANĚK (1892 - 1974),Krajina pri mori
Poradové číslo:,185,JIROUDEK FRANTIŠEK (1915 - 1991),V divadelnej šatni
Vyvolávacia cena:,300 €,JIROUDEK FRANTIŠEK (1915 - 1991),V divadelnej šatni
Konečná cena:,350 €,JIROUDEK FRANTIŠEK (1915 - 1991),V divadelnej šatni
Poradové číslo:,186,JIROUDEK FRANTIŠEK (1915 - 1991),Lúčenie
Nevydražené,,JIROUDEK FRANTIŠEK (1915 - 1991),Lúčenie
Cena v predaji:,1 200 €,JIROUDEK FRANTIŠEK (1915 - 1991),Lúčenie
Poradové číslo:,187,GANDL LADISLAV (1919 - 1992),Rodisko
Vyvolávacia cena:,450 €,GANDL LADISLAV (1919 - 1992),Rodisko
Konečná cena:,350 €,GANDL LADISLAV (1919 - 1992),Rodisko
Poradové číslo:,188,POTOČEK PAVOL (1925 - 2012),Domov - Chorál pravdivý
Vyvolávacia cena:,500 €,POTOČEK PAVOL (1925 - 2012),Domov - Chorál pravdivý
Konečná cena:,550 €,POTOČEK PAVOL (1925 - 2012),Domov - Chorál pravdivý
Poradové číslo:,189,POTOČEK PAVOL (1925 - 2012),Sypance
Nevydražené,,POTOČEK PAVOL (1925 - 2012),Sypance
Cena v predaji:,500 €,POTOČEK PAVOL (1925 - 2012),Sypance
Poradové číslo:,190,POTOČEK PAVOL (1925 - 2012),Matka
Nevydražené,,POTOČEK PAVOL (1925 - 2012),Matka
Cena v predaji:,700 €,POTOČEK PAVOL (1925 - 2012),Matka
Poradové číslo:,191,POTOČEK PAVOL (1925 - 2012),Predtucha
Nevydražené,,POTOČEK PAVOL (1925 - 2012),Predtucha
Cena v predaji:,500 €,POTOČEK PAVOL (1925 - 2012),Predtucha
Poradové číslo:,192,TILLNER MICHAL (1895 - 1975),Žltý dom
Vyvolávacia cena:,300 €,TILLNER MICHAL (1895 - 1975),Žltý dom
Konečná cena:,240 €,TILLNER MICHAL (1895 - 1975),Žltý dom
Poradové číslo:,193,CHOVANEC MILAN (1943 - 2008),Magická svadba
Vyvolávacia cena:,650 €,CHOVANEC MILAN (1943 - 2008),Magická svadba
Konečná cena:,500 €,CHOVANEC MILAN (1943 - 2008),Magická svadba
Poradové číslo:,194,MRAVEC MILAN (1938  - 2004),Sediaci
Vyvolávacia cena:,1 000 €,MRAVEC MILAN (1938  - 2004),Sediaci
Konečná cena:,800 €,MRAVEC MILAN (1938  - 2004),Sediaci
Poradové číslo:,195,PRUKNER ŠTEFAN (1931 - 2011),Šumiac
Vyvolávacia cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Šumiac
Konečná cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Šumiac
Poradové číslo:,196,PRUKNER ŠTEFAN (1931 - 2011),Dvaja v horách
Vyvolávacia cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Dvaja v horách
Konečná cena:,330 €,PRUKNER ŠTEFAN (1931 - 2011),Dvaja v horách
Poradové číslo:,197,PRUKNER ŠTEFAN (1931 - 2011),Muž so psom
Vyvolávacia cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Muž so psom
Konečná cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Muž so psom
Poradové číslo:,198,PRUKNER ŠTEFAN (1931 - 2011),Žena so psom (V daždi)
Vyvolávacia cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Žena so psom (V daždi)
Konečná cena:,290 €,PRUKNER ŠTEFAN (1931 - 2011),Žena so psom (V daždi)
Poradové číslo:,199,ŠIMURDA MILOŠ (1924),Venezia – Pescheria
Nevydražené,,ŠIMURDA MILOŠ (1924),Venezia – Pescheria
Cena v predaji:,450 €,ŠIMURDA MILOŠ (1924),Venezia – Pescheria
Poradové číslo:,200,BERGER LADISLAV (1942),Okrídlená krajina
Vyvolávacia cena:,300 €,BERGER LADISLAV (1942),Okrídlená krajina
Konečná cena:,240 €,BERGER LADISLAV (1942),Okrídlená krajina
Poradové číslo:,201,ZELINA ĽUBOMÍR (1943),Zver
Vyvolávacia cena:,600 €,ZELINA ĽUBOMÍR (1943),Zver
Konečná cena:,500 €,ZELINA ĽUBOMÍR (1943),Zver
Poradové číslo:,202,LALUHA MILAN (1930 - 2013),Žena v horách
Nevydražené,,LALUHA MILAN (1930 - 2013),Žena v horách
Cena v predaji:,5 000 €,LALUHA MILAN (1930 - 2013),Žena v horách
Poradové číslo:,203,LALUHA MILAN (1930 - 2013),Motív z Mičinej
Nevydražené,,LALUHA MILAN (1930 - 2013),Motív z Mičinej
Cena v predaji:,10 000 €,LALUHA MILAN (1930 - 2013),Motív z Mičinej
Poradové číslo:,204,LALUHA MILAN (1930 - 2013),Dvaja
Vyvolávacia cena:,1 800 €,LALUHA MILAN (1930 - 2013),Dvaja
Konečná cena:,3 000 €,LALUHA MILAN (1930 - 2013),Dvaja
Poradové číslo:,205,LALUHA MILAN (1930 - 2013),Akt
Vyvolávacia cena:,1 200 €,LALUHA MILAN (1930 - 2013),Akt
Konečná cena:,1 150 €,LALUHA MILAN (1930 - 2013),Akt
Poradové číslo:,206,LALUHA MILAN (1930 - 2013),Akt ženy zozadu
Vyvolávacia cena:,1 200 €,LALUHA MILAN (1930 - 2013),Akt ženy zozadu
Konečná cena:,1 200 €,LALUHA MILAN (1930 - 2013),Akt ženy zozadu
Poradové číslo:,207,LALUHA MILAN (1930 - 2013),Hlava
Vyvolávacia cena:,1 000 €,LALUHA MILAN (1930 - 2013),Hlava
Konečná cena:,800 €,LALUHA MILAN (1930 - 2013),Hlava
Poradové číslo:,208,LALUHA MILAN (1930 - 2013),Vráta
Vyvolávacia cena:,700 €,LALUHA MILAN (1930 - 2013),Vráta
Konečná cena:,800 €,LALUHA MILAN (1930 - 2013),Vráta
Poradové číslo:,209,LALUHA MILAN (1930 - 2013),Dve ženy
Vyvolávacia cena:,350 €,LALUHA MILAN (1930 - 2013),Dve ženy
Konečná cena:,500 €,LALUHA MILAN (1930 - 2013),Dve ženy
Poradové číslo:,210,LALUHA MILAN (1930 - 2013),Portrét muža
Nevydražené,,LALUHA MILAN (1930 - 2013),Portrét muža
Cena v predaji:,1 200 €,LALUHA MILAN (1930 - 2013),Portrét muža
Poradové číslo:,211,LALUHA MILAN (1930 - 2013),Mičiná II.
Vyvolávacia cena:,1 200 €,LALUHA MILAN (1930 - 2013),Mičiná II.
Konečná cena:,1 200 €,LALUHA MILAN (1930 - 2013),Mičiná II.
Poradové číslo:,212,LALUHA MILAN (1930 - 2013),Žena s hrabľami
Vyvolávacia cena:,500 €,LALUHA MILAN (1930 - 2013),Žena s hrabľami
Konečná cena:,650 €,LALUHA MILAN (1930 - 2013),Žena s hrabľami
Poradové číslo:,213,KRIVOŠ RUDOLF (1933),Sestry
Vyvolávacia cena:,4 500 €,KRIVOŠ RUDOLF (1933),Sestry
Konečná cena:,4 500 €,KRIVOŠ RUDOLF (1933),Sestry
Poradové číslo:,214,KRIVOŠ RUDOLF (1933),Ovce III.
Vyvolávacia cena:,2 800 €,KRIVOŠ RUDOLF (1933),Ovce III.
Konečná cena:,2 800 €,KRIVOŠ RUDOLF (1933),Ovce III.
Poradové číslo:,215,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianoce
Vyvolávacia cena:,300 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianoce
Konečná cena:,600 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianoce
Poradové číslo:,216,KOMPÁNEK VLADIMÍR (1927 - 2011),Hnedá zima
Nevydražené,,KOMPÁNEK VLADIMÍR (1927 - 2011),Hnedá zima
Cena v predaji:,7 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Hnedá zima
Poradové číslo:,218,KOMPÁNEK VLADIMÍR (1927 - 2011),Sediaca
Vyvolávacia cena:,700 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Sediaca
Konečná cena:,750 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Sediaca
Poradové číslo:,219,KOMPÁNEK VLADIMÍR (1927 - 2011),Penát
Vyvolávacia cena:,290 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Penát
Konečná cena:,500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Penát
Poradové číslo:,220,FILA RUDOLF (1932 - 2015),Premaľba renesančného obrazu
Nevydražené,,FILA RUDOLF (1932 - 2015),Premaľba renesančného obrazu
Cena v predaji:,650 €,FILA RUDOLF (1932 - 2015),Premaľba renesančného obrazu
Poradové číslo:,221,FILA RUDOLF (1932 - 2015),Premaľba
Nevydražené,,FILA RUDOLF (1932 - 2015),Premaľba
Cena v predaji:,380 €,FILA RUDOLF (1932 - 2015),Premaľba
Poradové číslo:,222,PAŠTÉKA MILAN (1931 - 1998),Figúra v interiéri
Vyvolávacia cena:,1 000 €,PAŠTÉKA MILAN (1931 - 1998),Figúra v interiéri
Konečná cena:,1 000 €,PAŠTÉKA MILAN (1931 - 1998),Figúra v interiéri
Poradové číslo:,223,PAŠTÉKA MILAN (1931 - 1998),Dve ženy v interiéri
Vyvolávacia cena:,900 €,PAŠTÉKA MILAN (1931 - 1998),Dve ženy v interiéri
Konečná cena:,900 €,PAŠTÉKA MILAN (1931 - 1998),Dve ženy v interiéri
Poradové číslo:,224,PAŠTÉKA MILAN (1931 - 1998),Traja
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Traja
Cena v predaji:,900 €,PAŠTÉKA MILAN (1931 - 1998),Traja
Poradové číslo:,225,PAŠTÉKA MILAN (1931 - 1998),Kompozícia
Vyvolávacia cena:,900 €,PAŠTÉKA MILAN (1931 - 1998),Kompozícia
Konečná cena:,900 €,PAŠTÉKA MILAN (1931 - 1998),Kompozícia
Poradové číslo:,226,PAŠTÉKA MILAN (1931 - 1998),Muž s koňom
Vyvolávacia cena:,500 €,PAŠTÉKA MILAN (1931 - 1998),Muž s koňom
Konečná cena:,500 €,PAŠTÉKA MILAN (1931 - 1998),Muž s koňom
Poradové číslo:,227,PAŠTÉKA MILAN (1931 - 1998),Žena pri stole
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Žena pri stole
Cena v predaji:,450 €,PAŠTÉKA MILAN (1931 - 1998),Žena pri stole
Poradové číslo:,228,MICHAL STUDENÝ (1939),Slovensko
Vyvolávacia cena:,700 €,MICHAL STUDENÝ (1939),Slovensko
Konečná cena:,550 €,MICHAL STUDENÝ (1939),Slovensko
Poradové číslo:,229,BALKO STANISLAV (1943),Pri okne
Nevydražené,,BALKO STANISLAV (1943),Pri okne
Cena v predaji:,400 €,BALKO STANISLAV (1943),Pri okne
Poradové číslo:,230,BOČKAYOVÁ KLÁRA (1948),Jaskyňa
Nevydražené,,BOČKAYOVÁ KLÁRA (1948),Jaskyňa
Cena v predaji:,400 €,BOČKAYOVÁ KLÁRA (1948),Jaskyňa
Poradové číslo:,231,KRAICOVÁ VIERA (1920 - 2012),Neznáma
Vyvolávacia cena:,2 000 €,KRAICOVÁ VIERA (1920 - 2012),Neznáma
Konečná cena:,2 000 €,KRAICOVÁ VIERA (1920 - 2012),Neznáma
Poradové číslo:,232,KRAICOVÁ VIERA (1920 - 2012),Štyri akvarely
Vyvolávacia cena:,400 €,KRAICOVÁ VIERA (1920 - 2012),Štyri akvarely
Konečná cena:,400 €,KRAICOVÁ VIERA (1920 - 2012),Štyri akvarely
Poradové číslo:,233,KRAICOVÁ VIERA (1920 - 2012),Spolu
Vyvolávacia cena:,300 €,KRAICOVÁ VIERA (1920 - 2012),Spolu
Konečná cena:,300 €,KRAICOVÁ VIERA (1920 - 2012),Spolu
Poradové číslo:,234,KRAICOVÁ VIERA (1920 - 2012),Sen
Nevydražené,,KRAICOVÁ VIERA (1920 - 2012),Sen
Cena v predaji:,300 €,KRAICOVÁ VIERA (1920 - 2012),Sen
Poradové číslo:,235,KRAICOVÁ VIERA (1920 - 2012),Žena
Vyvolávacia cena:,200 €,KRAICOVÁ VIERA (1920 - 2012),Žena
Konečná cena:,230 €,KRAICOVÁ VIERA (1920 - 2012),Žena
Poradové číslo:,236,ZIMKA ONDREJ (1937),"A ten tretí, odkiaľ letí"
Vyvolávacia cena:,200 €,ZIMKA ONDREJ (1937),"A ten tretí, odkiaľ letí"
Konečná cena:,200 €,ZIMKA ONDREJ (1937),"A ten tretí, odkiaľ letí"
Poradové číslo:,237,BRUNOVSKÝ ALBÍN (1935 - 1997),PF 1989
Vyvolávacia cena:,320 €,BRUNOVSKÝ ALBÍN (1935 - 1997),PF 1989
Konečná cena:,320 €,BRUNOVSKÝ ALBÍN (1935 - 1997),PF 1989
Poradové číslo:,238,GAŽOVIČ VLADIMÍR (1939),Pocta Hieronymovi Boschovi
Nevydražené,,GAŽOVIČ VLADIMÍR (1939),Pocta Hieronymovi Boschovi
Cena v predaji:,400 €,GAŽOVIČ VLADIMÍR (1939),Pocta Hieronymovi Boschovi
Poradové číslo:,239,VLADIMÍR GAŽOVIČ (1939),Malé metamorfózy
Nevydražené,,VLADIMÍR GAŽOVIČ (1939),Malé metamorfózy
Cena v predaji:,300 €,VLADIMÍR GAŽOVIČ (1939),Malé metamorfózy
Poradové číslo:,240,GAŽOVIČ VLADIMÍR (1939),Pour Feliciter 1986
Vyvolávacia cena:,200 €,GAŽOVIČ VLADIMÍR (1939),Pour Feliciter 1986
Konečná cena:,200 €,GAŽOVIČ VLADIMÍR (1939),Pour Feliciter 1986
Poradové číslo:,241,KLIMO ALOJZ (1922 - 2000),Strechy
Nevydražené,,KLIMO ALOJZ (1922 - 2000),Strechy
Cena v predaji:,800 €,KLIMO ALOJZ (1922 - 2000),Strechy
Poradové číslo:,243,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Vyvolávacia cena:,5 500 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Konečná cena:,5 700 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Poradové číslo:,244,ILAVSKÝ SVÄTOZÁR (1958),Veštenie
Vyvolávacia cena:,2 900 €,ILAVSKÝ SVÄTOZÁR (1958),Veštenie
Konečná cena:,2 900 €,ILAVSKÝ SVÄTOZÁR (1958),Veštenie
Poradové číslo:,245,ILAVSKÝ SVÄTOZÁR (1958),Ad. Bubo Bubo Gulo Gulo
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Ad. Bubo Bubo Gulo Gulo
Cena v predaji:,4 000 €,ILAVSKÝ SVÄTOZÁR (1958),Ad. Bubo Bubo Gulo Gulo
Poradové číslo:,246,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada III.
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada III.
Cena v predaji:,1 200 €,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada III.
Poradové číslo:,247,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada IV.
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada IV.
Cena v predaji:,1 200 €,ILAVSKÝ SVÄTOZÁR (1958),Picassova Lambada IV.
Poradové číslo:,248,ILAVSKÝ SVÄTOZÁR (1958),"Z cyklu ""Pocta Pedereczkému"""
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),"Z cyklu ""Pocta Pedereczkému"""
Cena v predaji:,2 500 €,ILAVSKÝ SVÄTOZÁR (1958),"Z cyklu ""Pocta Pedereczkému"""
Poradové číslo:,250,RAŠKA JÁN (1962),Bez názvu
Vyvolávacia cena:,850 €,RAŠKA JÁN (1962),Bez názvu
Konečná cena:,700 €,RAŠKA JÁN (1962),Bez názvu
Poradové číslo:,251,RAŠKA JÁN (1962),Astrál
Vyvolávacia cena:,850 €,RAŠKA JÁN (1962),Astrál
Konečná cena:,850 €,RAŠKA JÁN (1962),Astrál
Poradové číslo:,252,RAŠKA JÁN (1962),Kompozícia
Nevydražené,,RAŠKA JÁN (1962),Kompozícia
Cena v predaji:,400 €,RAŠKA JÁN (1962),Kompozícia
Poradové číslo:,253,TRIZMA RASTISLAV (1959),Magická kompozícia
Vyvolávacia cena:,800 €,TRIZMA RASTISLAV (1959),Magická kompozícia
Konečná cena:,850 €,TRIZMA RASTISLAV (1959),Magická kompozícia
Poradové číslo:,254,SEDLÁK MARCEL (1966),Záznam
Vyvolávacia cena:,350 €,SEDLÁK MARCEL (1966),Záznam
Konečná cena:,350 €,SEDLÁK MARCEL (1966),Záznam
Poradové číslo:,255,STANO TREPÁČ (1961),Dvaja
Vyvolávacia cena:,900 €,STANO TREPÁČ (1961),Dvaja
Konečná cena:,1 550 €,STANO TREPÁČ (1961),Dvaja
Poradové číslo:,256,TREPÁČ STANO (1961),Aura III.
Vyvolávacia cena:,900 €,TREPÁČ STANO (1961),Aura III.
Konečná cena:,1 550 €,TREPÁČ STANO (1961),Aura III.
Poradové číslo:,257,TREPÁČ STANO (1961),Kalich
Vyvolávacia cena:,900 €,TREPÁČ STANO (1961),Kalich
Konečná cena:,1 550 €,TREPÁČ STANO (1961),Kalich
Poradové číslo:,258,ŽIRKOVÁ IVONA (1978),Vlasy (Autoportrét)
Vyvolávacia cena:,1 600 €,ŽIRKOVÁ IVONA (1978),Vlasy (Autoportrét)
Konečná cena:,1 300 €,ŽIRKOVÁ IVONA (1978),Vlasy (Autoportrét)
Poradové číslo:,259,ORMANDÍK MAREK (1968),Satyr VII.
Nevydražené,,ORMANDÍK MAREK (1968),Satyr VII.
Cena v predaji:,1 900 €,ORMANDÍK MAREK (1968),Satyr VII.
Poradové číslo:,260,ORMANDÍK MAREK (1968),Ariadna a Minotaurus
